카드_고유키,카드회사코드,카드회사명,상품유형,상품코드,상품명,카드등급,후불교통,카드이미지,심의필일자,적재일자
카드_871,367,현대카드,,XMBPF,MY BUSINESS X3Food&Drink,,,20240104/cardImage_Y/XMBPF.png,준법감시심의필 제 231211-021호 (2023.12.11 ~ 2024.12.10) 여신금융협회 심의필 제 2023 - C1h - 13974호 ( 2023.12.26 ~ 2024.12.25 ),20240104
카드_872,367,현대카드,,XMBPR,MY BUSINESS X3 Retail&Service,,,20240104/cardImage_Y/XMBPR.png,준법감시심의필 제 231211-021호 (2023.12.11 ~ 2024.12.10) 여신금융협회 심의필 제 2023 - C1h - 13975호 ( 2023.12.26 ~ 2024.12.25 ),20240104
카드_873,367,현대카드,,XMBPE,MY BUSINESS X3Online Seller,,,20240104/cardImage_Y/XMBPE.png,준법감시심의필 제 231211-021호 (2023.12.11 ~ 2024.12.10) 여신금융협회 심의필 제 2023 - C1h - 14003호 ( 2023.12.26 ~ 2024.12.25 ),20240104
카드_874,367,현대카드,,ZROMBF,MY BUSINESS ZEROFood&Drink,,,20240104/cardImage_Y/ZROMBF.png,준법감시심의필 제 231211-021호 (2023.12.11 ~ 2024.12.10) 여신금융협회 심의필 제 2023 - C1h - 14004호 ( 2023.12.26 ~ 2024.12.25 ),20240104
카드_875,367,현대카드,,ZROMBR,MY BUSINESS ZERO Retail&Service,,,20240104/cardImage_Y/ZROMBR.png,준법감시심의필 제 231211-021호 (2023.12.11 ~ 2024.12.10) 여신금융협회 심의필 제 2023 - C1h - 14044호 ( 2023.12.26 ~ 2024.12.25 ),20240104
카드_876,367,현대카드,,ZROMBE,MY BUSINESS ZEROOnline Seller,,,20240104/cardImage_Y/ZROMBE.png,준법감시심의필 제 231211-021호 (2023.12.11 ~ 2024.12.10) 여신금융협회 심의필 제 2023 - C1h - 14045호 ( 2023.12.26 ~ 2024.12.25 ),20240104
카드_877,367,현대카드,,CMC,체크카드,,,20240104/cardImage_Y/CMC.png,준법감시심의필 제 230131-005호 (2023.01.31 ~ 2024.01.30),20240104
카드_878,367,현대카드,,gift,Gift카드,,,20240104/cardImage_Y/gift.png,준법,20240104
카드_879,367,현대카드,,hipass,후불하이패스카드,,,20240104/cardImage_Y/hipass.png,준법,20240104
카드_880,370,씨티카드,신용카드,080025,씨티 NEW 캐시백 카드,,,20240104/cardImage_Y/080025.png,여신금융협회 심의필 제 2022 - C1a - 02109호 (2022.03.29),20240104
카드_881,370,씨티카드,신용카드,080005,씨티 리워드 카드,,,20240104/cardImage_Y/080005.png,제 2020-C1a-07574호 (2020.08.24),20240104
카드_882,370,씨티카드,신용카드,080041,NEW 씨티 클리어 카드,,,20240104/cardImage_Y/080041.png,여신금융협회 심의필 제 2020-C1a-06603호 (2020.07.23),20240104
카드_883,370,씨티카드,신용카드,070082,신세계 씨티 클리어,,,20240104/cardImage_Y/070082.png,여신금융협회 심의필 제 2019-C1a-05856호 (2019.07.08),20240104
카드_884,370,씨티카드,신용카드,080043,씨티 프리미어마일 카드 대한항공,,,20240104/cardImage_Y/080043.png,여신금융협회 심의필 제 2023 - C1a - 08719호 (2023.08.03),20240104
카드_885,370,씨티카드,신용카드,080044,씨티 프리미어마일 카드 아시아나,,,20240104/cardImage_Y/080044.png,여신금융협회 심의필 제 2023 - C1a - 08719호 (2023.08.03),20240104
카드_886,370,씨티카드,신용카드,070047,씨티 메가마일 스카이패스,,,20240104/cardImage_Y/070047.png,여신금융협회 심의필 제 2022-C1a-04326호(2022.06.07),20240104
카드_887,370,씨티카드,신용카드,080017,씨티 메가마일 아시아나,,,20240104/cardImage_Y/080017.png,여신금융협회 심의필 제 2022-C1a-04327호(2022.06.07),20240104
카드_888,370,씨티카드,신용카드,070065,신세계 씨티 리워드(비자),,,20240104/cardImage_Y/070065.png,여신금융협회 심의필 제 2021-C1a-06917호 (2021.08.04),20240104
카드_889,370,씨티카드,신용카드,070022,신세계 씨티카드 콰트로,,,20240104/cardImage_Y/070022.png,여신금융협회 심의필 제 2020-C1a-04902호 (2020.06.09),20240104
카드_890,370,씨티카드,신용카드,070033,갤러리아 씨티카드 프레스티지,,,20240104/cardImage_Y/070033.png,여신금융협회 심의필 제2023-C1a-12187호(2023.11.08),20240104
카드_891,370,씨티카드,신용카드,070029,대백 씨티카드 아인스,,,20240104/cardImage_Y/070029.png,여신금융협회 심의필 제 2021 - C1a - 08967호 (2021.10.13),20240104
카드_892,370,씨티카드,신용카드,010076,신세계 씨티 플래티늄 아시아나,,,20240104/cardImage_Y/010076.png,여신금융협회 심의필 제 2020-C1a-04900호 (2020.06.09),20240104
카드_893,370,씨티카드,신용카드,010072,신세계 씨티 아시아나,,,20240104/cardImage_Y/010072.png,여신금융협회 심의필 제 2020-C1a-04900호 (2020.06.09),20240104
카드_894,370,씨티카드,체크카드,080031,씨티 글로벌 월렛 체크카드(신규 판매 중단),,,20240104/cardImage_Y/080031.png,준법감시인,20240104
카드_895,370,씨티카드,체크카드,070067,씨티 캐시백 체크카드(신규 판매 중단),,,20240104/cardImage_Y/070067.png,준법감시인,20240104
카드_896,370,씨티카드,체크카드,010113,신세계 씨티 플러스 체크카드(신규 판매 중단),,,20240104/cardImage_Y/010113.png,준법감시인,20240104
카드_897,370,씨티카드,체크카드,070049,씨티 체크+신용카드(신규 판매 중단),,,20240104/cardImage_Y/070049.png,준법감시인,20240104
카드_898,370,씨티카드,체크카드,270584,A+ 체크카드(신규 판매 중단),,,20240104/cardImage_Y/270584.png,준법감시인,20240104
카드_899,370,씨티카드,체크카드,275001,Save 체크카드(신규 판매 중단),,,20240104/cardImage_Y/275001.jpg,준법감시인,20240104
카드_900,370,씨티카드,체크카드,270568,항공사 마일리지 체크카드(신규 판매 중단),,,20240104/cardImage_Y/270568.gif,준법감시인,20240104
카드_901,370,씨티카드,체크카드,270364,비즈니스 체크카드(신규 판매 중단),,,20240104/cardImage_Y/270364.jpg,준법감시인,20240104
카드_902,370,씨티카드,기업카드,010000,씨티 비제휴 일반카드,,,20240104/cardImage_Y/010000.png,여신금융협회 심의필 제2018-C1h-01482호(2018.02.07),20240104
카드_903,370,씨티카드,기업카드,000000,씨티BC 비제휴 TOP카드,,,20240104/cardImage_Y/000000.png,여신금융협회 심의필 제2018-C1h-01450호(2018.02.07),20240104
카드_904,370,씨티카드,기업카드,010085,씨티기업 후불하이패스카드(서비스),,,20240104/cardImage_Y/010085.png,여신금융협회 심의필 제 2016-C1h-01439호(2016.11.21),20240104
카드_905,370,씨티카드,기업카드,010030,씨티 항공사 제휴카드(대한항공),,,20240104/cardImage_Y/010030.png,여신금융협회 심의필 제 2023 - C1h - 01321호 (2023.02.13 ~ 2024.02.12),20240104
카드_906,370,씨티카드,기업카드,010034,씨티 항공사 제휴카드(아시아나),,,20240104/cardImage_Y/010034.png,여신금융협회 심의필 제 2023 - C1h - 01322호 (2023.02.13 ~ 2024.02.12),20240104
카드_907,370,씨티카드,기업카드,111193,씨티BC 항공사 제휴카드(대한항공),,,20240104/cardImage_Y/111193.png,여신금융협회 심의필 제 2023 - C1h - 01323호 (2023.02.13 ~ 2024.02.12),20240104
카드_908,370,씨티카드,기업카드,112244,씨티BC 항공사 제휴카드(아시아나),,,20240104/cardImage_Y/112244.png,여신금융협회 심의필 제 2023 - C1h - 01324호 (2023.02.13 ~ 2024.02.12),20240104
카드_909,370,씨티카드,기업카드,331012,씨티BC SK제휴카드,,,20240104/cardImage_Y/331012.png,여신금융협회 심의필 제2018-C1h-01455호(2018.02.07),20240104
카드_910,370,씨티카드,기업카드,620105,씨티 럭키BC카드,,,20240104/cardImage_Y/620105.png,여신금융협회 심의필 제 2023 - C1h - 01325호 (2023.02.13 ~ 2024.02.12),20240104
카드_911,370,씨티카드,기업카드,096108,씨티BC 우편요금 결제전용카드,,,20240104/cardImage_Y/096108.png,여신금융협회 심의필 제 2016-C1h-01436호(2016.11.21),20240104
카드_912,370,씨티카드,기업카드,331025,씨티BC SK주유전용카드,,,20240104/cardImage_Y/331025.png,여신금융협회 심의필 제 2016-C1h-01437호(2016.11.21),20240104
카드_913,370,씨티카드,기업카드,270501,씨티BC 주유전용카드,,,20240104/cardImage_Y/270501.png,여신금융협회 심의필 제 2016-C1h-01536호(2016.11.21),20240104
카드_914,370,씨티카드,기업카드,621007,씨티BC 항공권 결제전용카드,,,20240104/cardImage_Y/621007.png,여신금융협회 심의필 제 2016-C1h-01435호(2016.11.21),20240104
카드_915,370,씨티카드,기업카드,270429,씨티BC 플래티늄카드,,,20240104/cardImage_Y/270429.png,여신금융협회 심의필 제 2023 - C1a - 11515호 (2023.10.20),20240104
카드_916,371,NH농협카드,체크카드,90010133,올바른NEW HAVE(원이)체크카드,체크,Y,20240104/cardImage_Y/90010133.png,,20240104
카드_917,371,NH농협카드,신용카드,90010141,SOHO 다사로이OIL카드,일반,Y,20240104/cardImage_Y/90010141.png,,20240104
카드_918,371,NH농협카드,신용카드,90010115,NH1961카드,일반,Y,20240104/cardImage_Y/90010115.png,,20240104
카드_919,371,NH농협카드,신용카드,90010117,NH1961체크카드,일반,Y,20240104/cardImage_Y/90010117.png,,20240104
카드_920,371,NH농협카드,신용카드,90010118,SOHO 다사로이카드,일반,Y,20240104/cardImage_Y/90010118.png,,20240104
카드_921,371,NH농협카드,신용카드,90010119,SOHO 다사로이+카드,Plus,Y,20240104/cardImage_Y/90010119.png,,20240104
카드_922,371,NH농협카드,체크카드,90010120,SOHO 다사로이체크카드,체크,Y,20240104/cardImage_Y/90010120.png,,20240104
카드_923,371,NH농협카드,신용카드,90010057,ON PLATINUM카드(포인트),TriPlus,Y,20240104/cardImage_Y/90010057.png,,20240104
카드_924,371,NH농협카드,신용카드,90010058,ON PLATINUM카드(스카이패스),TriPlus,Y,20240104/cardImage_Y/90010058.png,,20240104
카드_925,371,NH농협카드,신용카드,90010059,ON PLATINUM카드(아시아나클럽),TriPlus,Y,20240104/cardImage_Y/90010059.png,,20240104
카드_926,371,NH농협카드,신용카드,90010051,올바른FLEX카드,일반,Y,20240104/cardImage_Y/90010051.png,,20240104
카드_927,371,NH농협카드,체크카드,90010042,올리 POINT 체크카드,체크,Y,20240104/cardImage_Y/90010042.png,,20240104
카드_928,371,NH농협카드,신용카드,90010034,올바른NEW HAVE+카드,PLUS,Y,20240104/cardImage_Y/90010034.png,,20240104
카드_929,371,NH농협카드,신용카드,90010035,올바른NEW HAVE카드,일반,Y,20240104/cardImage_Y/90010035.png,,20240104
카드_930,371,NH농협카드,체크카드,90010036,올바른NEW HAVE체크카드,체크,Y,20240104/cardImage_Y/90010036.png,,20240104
카드_931,371,NH농협카드,신용카드,90010031,올바른OIL＆PASS카드,일반,Y,20240104/cardImage_Y/90010031.png,,20240104
카드_932,371,NH농협카드,체크카드,90010030,어피치 스윗 체크카드,체크,Y,20240104/cardImage_Y/90010030.png,,20240104
카드_933,371,NH농협카드,신용카드,90010019,올바른MYPICK 카드,일반,Y,20240104/cardImage_Y/90010019.png,,20240104
카드_934,371,NH농협카드,신용카드,90010026,위 테라카드(스카이패스),club 위,Y,20240104/cardImage_Y/90010026.png,,20240104
카드_935,371,NH농협카드,신용카드,90010027,위 테라카드(아시아나클럽),club 위,Y,20240104/cardImage_Y/90010027.png,,20240104
카드_936,372,전북은행카드,신용카드,4001101000274,내 사랑 전주카드,,Y,20240104/cardImage_Y/4001101000274.png,,20240104
카드_937,372,전북은행카드,신용카드,4001102000277,SK OIL & LPG 카드,,Y,20240104/cardImage_Y/4001102000277.png,,20240104
카드_938,372,전북은행카드,신용카드,4001101000271,1st Link On 카드,,Y,20240104/cardImage_Y/4001101000271.png,여신금융협회 심의필 제 2020-C1a-11202(2020.12.18),20240104
카드_939,372,전북은행카드,신용카드,4001102000242,1st TRIPLE 카드,,Y,20240104/cardImage_Y/4001102000242.png,여신금융협회 심의필 제 2019-C1a-04391호(2019.05.24),20240104
카드_940,372,전북은행카드,신용카드,4001101000280,JB 골든에이지 신용카드,,Y,20240104/cardImage_Y/4001101000280.png,여신금융협회 심의필 제2021-C1a-10475호(2021.11.29),20240104
카드_941,372,전북은행카드,신용카드,4001302000243,1st 트리플 플래티늄,,Y,20240104/cardImage_Y/4001302000243.png,여신금융협회 심의필 제 2019-C1a-08087호(2019.09.05),20240104
카드_942,372,전북은행카드,신용카드,4001101000162,1st 카드(레드),,Y,20240104/cardImage_Y/4001101000162.png,여신금융협회 심의필 제2019-C1a-02013호 (2019. 03. 14),20240104
카드_943,372,전북은행카드,신용카드,4001302000175,1st 플래티늄 카드,,Y,20240104/cardImage_Y/4001302000175.png,여신금융협회 심의필 제2019-C1h-04767호 (심의일자: 2019. 06. 04 현재),20240104
카드_944,372,전북은행카드,신용카드,4001302000177,1st 플래티늄+ 카드,,Y,20240104/cardImage_Y/4001302000177.png,여신금융협회 심의필 제2019-C1a-02010호 (2019. 03. 04),20240104
카드_945,372,전북은행카드,신용카드,4001302000020,전북은행 BIZ클럽 플래티늄 카드,,Y,20240104/cardImage_Y/4001302000020.png,준법감시인 심의필 제2018- 다- 299호 (심의일자 : 2018. 05. 31현재),20240104
카드_946,372,전북은행카드,신용카드,4001101000029,새만금아리울 카드,,Y,20240104/cardImage_Y/4001101000029.png,여신금융협회 심의필 제2018-C1h-14718호(2018.12.28),20240104
카드_947,372,전북은행카드,신용카드,4001101000147,둘과넷 카드,,Y,20240104/cardImage_Y/4001101000147.png,여신금융협회 심의필 제2019-C1a-02460호 (2019. 03. 26),20240104
카드_948,372,전북은행카드,신용카드,4001102000224,NEW AUTO+,,Y,20240104/cardImage_Y/4001102000224.png,여신금융협회 심의필 제 2018-C1a-09094호(2018.07.24),20240104
카드_949,372,전북은행카드,신용카드,4001101000145,LIFE+ 카드,,Y,20240104/cardImage_Y/4001101000145.png,여신금융협회 심의필 제2019-C1a-02011호 (심의일자 : 2019. 03. 14 현재),20240104
카드_950,372,전북은행카드,체크카드,4002102000275,PLUS YOUNG 체크카드,,Y,20240104/cardImage_Y/4002102000275.png,준법감시인 심의필 제2022-다-291호 (심의일자 : 2022. 7. 14 현재),20240104
카드_951,372,전북은행카드,체크카드,4002102000291,WON FRIENDS 체크카드,,N,20240104/cardImage_Y/4002102000291.gif,준법감시인 심의필 제2023-다-1372호(심의일자 : 2023. 11 . 1 현재),20240104
카드_952,372,전북은행카드,체크카드,4002102000258,1st TRIPLE 체크카드,,Y,20240104/cardImage_Y/4002102000258.png,,20240104
카드_953,372,전북은행카드,체크카드,4002102000210,해피포인트 체크카드,,Y,20240104/cardImage_Y/4002102000210.png,준법감시인 심의필 제2022-다-291호 (심의일자 : 2022. 7. 14 현재),20240104
카드_954,372,전북은행카드,체크카드,4002102000156,Smart Cashback 체크카드,,Y,20240104/cardImage_Y/4002102000156.png,준법감시인 심의필 제2022-다-291호 (심의일자 : 2022. 7. 14 현재),20240104
카드_955,372,전북은행카드,체크카드,4002102000247,JB Bravo KOREA 체크카드,,N,20240104/cardImage_Y/4002102000247.png,준법감시인 심의필 제2022-다-291호 (심의일자 : 2022. 7. 14 현재),20240104
카드_956,372,전북은행카드,체크카드,4002101000174,국민행복 체크카드,,N,20240104/cardImage_Y/4002101000174.png,준법감시인 심의필 제2022-다-291호 (심의일자 : 2022. 7. 14 현재),20240104
카드_957,372,전북은행카드,제휴카드,4001102000290,WON FRIENDS 신용카드,,N,20240104/cardImage_Y/4001102000290.gif,여신금융협회 심의필 제 2023-C1a-12089호 (2023.11.07),20240104
카드_958,372,전북은행카드,제휴카드,4001102000241,LG전자 베스트케어카드,,Y,20240104/cardImage_Y/4001102000241.png,여신금융협회 심의필 제2019-C1a-06008호(2019.07.11),20240104
카드_959,372,전북은행카드,제휴카드,4001101000261,신세계TV쇼핑 카드,,Y,20240104/cardImage_Y/4001101000261.png,여신금융협회 심의필 제 2020-C1a-01278호(2020.02.18),20240104
카드_960,373,제주은행카드,메인카드,0100800,SIMPLE BACK 신용카드,,N,20240104/cardImage_Y/0100800.png,여신금융협회 심의필 제2022-C1a-03008호 (2022.04.22),20240104
카드_961,373,제주은행카드,메인카드,0100840,SIMPLE ON 카드,,N,20240104/cardImage_Y/0100840.png,여신금융협회 심의필 제2022-C1a-01594호 (2022.03.10),20240104
카드_962,373,제주은행카드,메인카드,0100860,SKYPASS PLUS 카드,,N,20240104/cardImage_Y/0100860.gif,여신금융협회 심의필 제2022-C1a-01592호 (2022.03.07),20240104
카드_963,373,제주은행카드,메인카드,0100520,제주 U&B 카드(신용),,Y,20240104/cardImage_Y/0100520.gif,여신금융협회 제2021-C1a-10099호 (2021.11.17),20240104
카드_964,373,제주은행카드,메인카드,0100540,아시아나 마일리지카드,,Y,20240104/cardImage_Y/0100540.gif,여신금융협회 심의필 제2021-C1a-10100호 (2021.11.17),20240104
카드_965,373,제주은행카드,메인카드,0100551,J드라이빙카드,,N,20240104/cardImage_Y/0100551.png,여신금융협회 심의필 제2021-C1a-10006호 (2021.11.15),20240104
카드_966,373,제주은행카드,메인카드,0100552,JEJUJINI Air Money카드,,N,20240104/cardImage_Y/0100552.png,여신금융협회 심의필 제2021-C1a-10012호 (2021.11.15),20240104
카드_967,373,제주은행카드,메인카드,0100570,제주 삼다수카드(신용),,N,20240104/cardImage_Y/0100570.png,여신금융협회 심의필 제 2021-C1a-10010호 (2021.11.15),20240104
카드_968,373,제주은행카드,메인카드,0100470,KCTV알뜰카드,,Y,20240104/cardImage_Y/0100470.gif,여신금융협회 심의필 제2021-C1a-10137호 (2021.11.18),20240104
카드_969,373,제주은행카드,메인카드,0100500,국민행복신용카드,,Y,20240104/cardImage_Y/0100500.gif,여신금융협회 심의필 제2021-C1a-10098호 (2021.11.17),20240104
카드_970,373,제주은행카드,메인카드,0100410,제주그린카드(신용),,Y,20240104/cardImage_Y/0100410.gif,여신금융협회 심의필 제2021-C1a-10428호(심의일자: 2021.11.26),20240104
카드_971,373,제주은행카드,메인카드,040030,KCTV알뜰카드(법인),,N,20240104/cardImage_Y/040030.gif,여신금융협회 심의필 제2021-C1a-10137호 (2021.11.18),20240104
카드_972,373,제주은행카드,메인카드,9100030,제주애향카드(법인 일반/특별),,N,20240104/cardImage_Y/9100030.gif,준법감시인 심의필 제 2021-200호(2021.12.17),20240104
카드_973,373,제주은행카드,메인카드,0100550,공무직 복지카드,,N,20240104/cardImage_Y/0100550.gif,여신금융협회 심의필 제2021-C1a-10007호 (2021.11.15),20240104
카드_974,373,제주은행카드,체크카드,0100580,제주 삼다수카드(체크),,Y,20240104/cardImage_Y/0100580.png,준법감시인 심의필 제2023-02-717호(2023.07.31),20240104
카드_975,373,제주은행카드,체크카드,0100810,SIMPLE BACK 체크카드,,Y,20240104/cardImage_Y/0100810.png,준법감시인 심의필 제2022-02-122호 (심의일자 : 2022.04.08) 유효기간 : 2022.04.08 ~ 2023.12.31,20240104
카드_976,373,제주은행카드,체크카드,0100530,제주 U&B 카드(체크),,Y,20240104/cardImage_Y/0100530.gif,여신금융협회심의필 제2021-C1a-10099호(심의일자:2021.11.17),20240104
카드_977,373,제주은행카드,체크카드,0200004,탐나는전 체크카드,,Y,20240104/cardImage_Y/0200004.png,준법감시인 심의필 제2023-02-057 (심의일자: 2023.01.16),20240104
카드_978,373,제주은행카드,체크카드,0110800,탐나는J체크카드,,Y,20240104/cardImage_Y/0110800.gif,준법감시인 심의필 제2021-193호 (심의일자: 2021.10.05),20240104
카드_979,373,제주은행카드,체크카드,0110900,국민행복카드(체크),,Y,20240104/cardImage_Y/0110900.gif,준법감시인 심의필 제2021-178호 (심의일자: 2021.10.05),20240104
카드_980,373,제주은행카드,체크카드,0110500,제주그린카드(체크),,N,20240104/cardImage_Y/0110500.gif,준법감사인 심의필 제2023-02-676호(2023.07.31),20240104
카드_981,373,제주은행카드,체크카드,0100510,부자되세요 더마일리지체크카드,,Y,20240104/cardImage_Y/0100510.gif,준법감시인 심의필 제2023-02-679호(심의일자: 2023.07.31),20240104
카드_982,373,제주은행카드,체크카드,0200001,한라대학교 학생증 체크카드,,Y,20240104/cardImage_Y/0200001.png,준법감시인 심의필 제2023-02-056호 (심의일자: 2023.01.16),20240104
카드_983,374,KEB하나카드,1Q+ 카드,15863,원더카드 LIVING,,N,20240104/cardImage_Y/15863.png,준법심의 A-23-0073(2023.01.19~2024.01.18)여신금융협회 심의필 제 2023-C1h-00270호 (2023.01.06~2024.01.05),20240104
카드_984,374,KEB하나카드,1Q+ 카드,15859,원더카드 FREE,,N,20240104/cardImage_Y/15859.png,준법심의 A-23-0070(2023.01.19~2024.01.18)여신금융협회 심의필 제 2023-C1h-00270호 (2023.01.06~2024.01.05),20240104
카드_985,374,KEB하나카드,1Q+ 카드,15865,원더카드 T,,N,20240104/cardImage_Y/15865.png,준법심의 A-23-0074 (2023.01.19~2024.01.18)여신금융협회 심의필 제 2023-C1h-00270호 (2023.01.06~2024.01.05),20240104
카드_986,374,KEB하나카드,1Q+ 카드,15861,원더카드 HAPPY,,N,20240104/cardImage_Y/15861.png,준법심의 A-23-0071(2023.01.19~2024.01.18)여신금융협회 심의필 제 2023-C1h-00270호 (2023.01.06~2024.01.05),20240104
카드_987,374,KEB하나카드,1Q+ 카드,15857,원더카드 DAILY,,N,20240104/cardImage_Y/15857.png,준법심의 A-23-0072(2023.01.19~2024.01.18)여신금융협회 심의필 제 2023-C1h-00270호 (2023.01.06~2024.01.05),20240104
카드_988,374,KEB하나카드,1Q+ 카드,16949,원더카드 HAPPY+,,N,20240104/cardImage_Y/16949.png,준법심의 A-23-1108 (2023.06.21~2024.06.20)여신금융협회 심의필 제 2023-C1h-06886호 (2023.06.21~2024.06.20),20240104
카드_989,374,KEB하나카드,1Q+ 카드,16947,원더카드 FREE+,,N,20240104/cardImage_Y/16947.png,준법심의 A-23-1107 (2023.06.21~2024.06.20)여신금융협회 심의필 제 2023-C1h-06885호 (2023.06.21~2024.06.20),20240104
카드_990,374,KEB하나카드,신용카드,15444,#MY WAY(샵 마이웨이) 카드,,N,20240104/cardImage_Y/15444.gif,준법심의 A-22-1284(2022.09.16)여신금융협회 심의필 제 2022-C1a-07777호 (2022.09.15),20240104
카드_991,374,KEB하나카드,신용카드,15249,#any 하나카드,,N,20240104/cardImage_Y/15249.gif,준법심의 L-22-0102 (2022.07.12) 여신금융협회 심의 필 제 2022-C1a-06421호 (2022.08.02),20240104
카드_992,374,KEB하나카드,신용카드,16772,에너지 더블 카드,,N,20240104/cardImage_Y/16772.png,준법심의 A-23-0866(2023-05-24)여신금융협회 심의필 제 2023-C1a-05283호 (2023.05.19),20240104
카드_993,374,KEB하나카드,신용카드,12900,MULTI Living 모바일카드,,N,20240104/cardImage_Y/12900.png,준법심의 A-21-2301 (2021.09.29)여신금융협회심의필 제 2021-C1a-00052호 (2021.01.07),20240104
카드_994,374,KEB하나카드,신용카드,08551,#tag1카드 Orange,,Y,20240104/cardImage_Y/08551.png,준법심의 A-20-3017 (2020.11.12 현재)여신금융협회 심의필 제 2018-C1a-04554호 (2018.04.16),20240104
카드_995,374,KEB하나카드,신용카드,08553,#tag1카드 Navy,,N,20240104/cardImage_Y/08553.png,준법심의 A-20-1750 (2020.12.02 현재)여신금융협회 심의필 제 2018-C1a-04555호 (2018.04.16),20240104
카드_996,374,KEB하나카드,신용카드,12792,국민 행복 카드,,N,20240104/cardImage_Y/12792.png,준법심의 20-1576 (2020.10.30 현재)여신금융협회 심의필 제 2020-C1a-09706 호 (2020.10.29),20240104
카드_997,374,KEB하나카드,신용카드,01215,그린 카드,,Y,20240104/cardImage_Y/01215.png,준법심의 18-2298 (2018.09.20 현재),20240104
카드_998,374,KEB하나카드,신용카드,12942,하나 원큐 카드,,N,20240104/cardImage_Y/12942.png,준법심의 A-21-0090 (2021.01.26 현재)여신금융협회 심의필 제 2020-C1a-10959호 (2020.12.11),20240104
카드_999,374,KEB하나카드,신용카드,12736,펫 사랑 카드,,N,20240104/cardImage_Y/12736.png,준법심의 A-20-3004 (2020.11.12 현재)여신금융협회 심의필 제 2020-C1a-08661호 (2020.09.23),20240104
카드_1000,374,KEB하나카드,신용카드,16936,하나증권 캐시백 투자 카드,,Y,20240104/cardImage_Y/16936.png,준법심의 A-23-1292 (2023.07.13)여신금융협회 심의필 제 2023-C1a-07378호 (2023.07.07),20240104
카드_1001,374,KEB하나카드,신용카드,14783,로마드 하나카드,,N,20240104/cardImage_Y/14783.png,준법심의 A-22-0279(2022.03.10),20240104
카드_1002,374,KEB하나카드,신용카드,16728,국민연금증 연금하나카드,,N,20240104/cardImage_Y/16728.png,준법심의 L-23-0075 (2023.04.19)여신금융협회 심의필 제 2023-C1a-04963호 (2023.05.12),20240104
카드_1003,374,KEB하나카드,신용카드,16797,대구로 카드,,N,20240104/cardImage_Y/16797.png,준법심의 A-23-0710 (2023-05-04)여신금융협회 심의필 2023-C1a-04557호 (2023.05.03),20240104
카드_1004,374,KEB하나카드,신용카드,16787,트래블로그 신용카드,,N,20240104/cardImage_Y/16787.gif,준법심의 A-23-1882여신금융협회 심의필 제 2023-C1a-11283호(2023.10.13),20240104
카드_1005,374,KEB하나카드,신용카드,13912,하나 스카이패스 아멕스 플래티늄 카드,,N,20240104/cardImage_Y/13912.png,준법심의 L-21-0899 (2021.06.28)여신금융협회 심의필 제 2021-C1a-06305호 (2021.07.16),20240104
카드_1006,374,KEB하나카드,신용카드,14409,밀리언달러 하나카드,,N,20240104/cardImage_Y/14409.png,준법심의 A-22-0164(2022.02.09 현재)여신금융협회 심의필 제2021-C1a-11516호(2021.12.31),20240104
카드_1007,374,KEB하나카드,신용카드,08317,Mile 1.6 대한항공,,N,20240104/cardImage_Y/08317.png,준법심의 20-0573 (2020.05.12 현재)여신금융협회 심의필 제 2018-C1a-03233호 (2018.03.21),20240104
카드_1008,374,KEB하나카드,신용카드,08318,Mile 1.6 아시아나,,N,20240104/cardImage_Y/08318.png,준법심의 20-0574 (2020.05.12 현재)여신금융협회 심의필 제 2018-C1a-03234호 (2018.03.21),20240104
카드_1009,374,KEB하나카드,신용카드,09911,My Trip SKYPASS 카드 My flight,,N,20240104/cardImage_Y/09911.png,준법심의 20-0570 (2020.05.12 현재)여신금융협회 심의필 제 2019-C1a-07328호 (2019.08.16),20240104
카드_1010,374,KEB하나카드,신용카드,09913,My Trip AsianaClub 카드 My flight,,N,20240104/cardImage_Y/09913.png,준법심의 20-0571 (2020.05.12 현재)여신금융협회 심의필 제 2019-C1a-07329호 (2019.08.16),20240104
카드_1011,374,KEB하나카드,신용카드,11155,My Trip 1Q Global VIVA,,Y,20240104/cardImage_Y/11155.png,준법심의 20-0572 (2020.05.12 현재)여신금융협회 심의필 제 2019-C1a-07330호 (2019.08.16),20240104
카드_1012,374,KEB하나카드,신용카드,11799,토스(toss) 하나카드,,N,20240104/cardImage_Y/11799.png,준법심의 L-21-2259 (2021.09.29 현재)여신금융협회 심의필 제 2020-C1a-10645 호 (2020.12.01),20240104
카드_1013,374,KEB하나카드,신용카드,16883,Mile1 하나카드,,N,20240104/cardImage_Y/16883.png,준법심의 A-23-1267(2023.7.11)여신금융협회 심의필 제 2023-C1a-07778호 (2023.07.14),20240104
카드_1014,374,KEB하나카드,신용카드,05229,하나멤버스 1Q(원큐) 카드 Business,,N,20240104/cardImage_Y/05229.png,준법심의 20-1757 (2020.12.02 현재)여신금융협회 심의 필 제 2019-C1a-07091호 (2019.08.06),20240104
카드_1015,374,KEB하나카드,신용카드,11746,하나멤버스 1Q 카드 Special Auto,,N,20240104/cardImage_Y/11746.png,준법심의 20-1759 (2020.12.02 현재)여신금융협회 심의필 제 2020-C1a-10913호 (2020.12.10),20240104
